id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
00014c17-da1c-4837-bcdb-82926f8f5ea8,AIRCRAFT-57,UNSCHEDULED,2026-05-29,2026-05-29,Replaced worn turbine blades,WORK-ORDER-2344,Premier Flight Services,David Anderson
0002d532-c32e-4435-ba24-6c8345d2c091,AIRCRAFT-25,EMERGENCY,2026-04-12,2026-04-13,Finished pending electrical system checks,WORK-ORDER-191,SkyMaster Maintenance Corp,David Anderson
0003ec62-190e-498a-9e29-2b3f34ebc665,AIRCRAFT-332,EMERGENCY,2026-04-28,2026-04-28,Replaced radio transceiver unit,WORK-ORDER-912,Precision Aviation Services,Michael Thompson
00049c2d-430f-4fdf-8b7f-cabaae4eefa2,AIRCRAFT-143,SCHEDULED,2026-02-01,2026-02-01,Finished pending electrical system checks,WORK-ORDER-13586,AeroTech Solutions,Sarah Chen
00049d32-be6c-42e0-8de5-f8fa8f7a6362,AIRCRAFT-112,UNSCHEDULED,2026-08-28,2026-08-28,Topped off auxiliary fuel tanks,WORK-ORDER-6384,Apex Aircraft Support,David Anderson
0004f69b-4a44-49d9-ba7d-e53191d4ebb1,AIRCRAFT-49,UNSCHEDULED,2026-10-15,2026-10-16,Topped off hydraulic fluid reservoir,WORK-ORDER-8479,Apex Aircraft Support,David Anderson
0008bc10-1924-4c3b-898f-b499e2f60941,AIRCRAFT-65,EMERGENCY,2026-08-23,2026-08-24,Replaced landing gear actuator seal,WORK-ORDER-6285,Premier Flight Services,James Rodriguez
000945c4-406c-43e9-a6d6-91c408e39ba2,AIRCRAFT-421,EMERGENCY,2026-12-16,2026-12-17,Replaced engine oil and filter,WORK-ORDER-11153,SkyMaster Maintenance Corp,David Anderson
000aa714-c433-45ba-b956-f123a0d30ba0,AIRCRAFT-379,EMERGENCY,2027-01-04,2027-01-05,Topped off hydraulic fluid reservoir,WORK-ORDER-12104,Horizon Aviation Systems,Michael Thompson
000eab0e-f3a4-4c38-aaab-326d08902026,AIRCRAFT-151,UNSCHEDULED,2026-05-02,2026-05-02,Replaced landing gear actuator seal,WORK-ORDER-1242,Apex Aircraft Support,Emily Davis
000fc05f-3179-4f69-9c3a-461c198cb716,AIRCRAFT-473,UNSCHEDULED,2026-04-23,2026-04-23,Conducted periodic system functional tests,WORK-ORDER-768,Premier Flight Services,Robert Martinez
0010eaed-42f4-4ea2-905a-4595b43ccba6,AIRCRAFT-354,SCHEDULED,2026-04-12,2026-04-12,Repaired antenna connection,WORK-ORDER-118,Precision Aviation Services,Sarah Chen
0011391b-f9a8-4f21-a6b8-90df1ae59ec1,AIRCRAFT-176,EMERGENCY,2026-05-01,2026-05-01,Assessed corrosion from moisture exposure,WORK-ORDER-1267,TitanAir Logistics,Michael Thompson
00116892-ec9b-48dd-b95e-4ea5cab735c5,AIRCRAFT-110,SCHEDULED,2026-11-09,2026-11-10,Conducted pre-flight security screening,WORK-ORDER-9693,Apex Aircraft Support,Michael Thompson
0011909f-e19a-4d46-97ab-3f294f7bf540,AIRCRAFT-121,SCHEDULED,2026-02-21,2026-02-22,Finished pending electrical system checks,WORK-ORDER-5382,Horizon Aviation Systems,Sarah Chen
0011db46-c678-4af0-89ed-0beef4ee5963,AIRCRAFT-478,UNSCHEDULED,2026-08-24,2026-08-27,Updated navigation software to latest version,WORK-ORDER-6344,SkyMaster Maintenance Corp,David Anderson
001229c3-ab20-4427-830b-ee86af281f8f,AIRCRAFT-382,EMERGENCY,2026-12-25,2026-12-26,Replaced worn hydraulic pump seals,WORK-ORDER-11609,Precision Aviation Services,Jennifer Kim
0019718d-8758-42b6-b23f-ef386ce5b9a6,AIRCRAFT-476,SCHEDULED,2026-08-28,2026-08-28,Repaired antenna connection,WORK-ORDER-6529,TitanAir Logistics,Emily Davis
001b37ff-def2-4f6d-8001-95d39ba55461,AIRCRAFT-143,UNSCHEDULED,2027-01-12,2027-01-13,Inspected cargo hold for unauthorized items,WORK-ORDER-12403,Premier Flight Services,Emily Davis
001c8132-eb1d-43c3-b08f-f964d0d24eb0,AIRCRAFT-68,UNSCHEDULED,2026-10-18,2026-10-18,Replaced engine oil and filter,WORK-ORDER-8410,Apex Aircraft Support,Sarah Chen
001d6374-8105-459f-ab4d-50fd4752589f,AIRCRAFT-414,EMERGENCY,2026-07-06,2026-07-06,Replaced engine oil and filter,WORK-ORDER-4013,SkyMaster Maintenance Corp,Sarah Chen
001ee4a2-073d-47d3-b1e1-bf042f10f8fb,AIRCRAFT-204,EMERGENCY,2026-03-04,2026-03-07,Inspected cargo hold for unauthorized items,WORK-ORDER-10114,Apex Aircraft Support,Robert Martinez
001fda7e-80be-4449-89c9-d00ba8dfb577,AIRCRAFT-191,UNSCHEDULED,2026-12-19,2026-12-23,Performed thorough cabin security sweep,WORK-ORDER-11373,Premier Flight Services,Sarah Chen
0025c7b5-6417-4dc8-8601-c54412dd8197,AIRCRAFT-413,SCHEDULED,2026-08-22,2026-08-23,Replaced worn brake pads,WORK-ORDER-6168,AeroTech Solutions,Michael Thompson
002b7764-2990-494d-999e-85442ce599ae,AIRCRAFT-35,SCHEDULED,2026-10-15,2026-10-15,Performed routine safety equipment inspection,WORK-ORDER-8527,SkyMaster Maintenance Corp,Sarah Chen
002c7eee-3b35-4442-b68d-0aae414a84c9,AIRCRAFT-437,UNSCHEDULED,2026-12-04,2026-12-05,Cleaned hydraulic filter and replaced element,WORK-ORDER-10500,Horizon Aviation Systems,James Rodriguez
002d4410-3430-44c6-867a-646c81cd2247,AIRCRAFT-479,UNSCHEDULED,2026-08-03,2026-08-03,Updated navigation software to latest version,WORK-ORDER-5299,Apex Aircraft Support,Emily Davis
003226c8-db67-4c56-b5e1-cc35b4f3a172,AIRCRAFT-95,SCHEDULED,2026-05-09,2026-05-10,Executed deferred structural inspection,WORK-ORDER-1647,Apex Aircraft Support,James Rodriguez
00329101-ec92-4c16-93b3-65d9109e23ca,AIRCRAFT-337,EMERGENCY,2027-01-02,2027-01-02,Conducted pre-flight security screening,WORK-ORDER-11819,SkyMaster Maintenance Corp,Jennifer Kim
003319d0-58e6-49a1-ab5e-297762bcbb5b,AIRCRAFT-484,EMERGENCY,2026-06-10,2026-06-12,Tested system pressure and flow rates,WORK-ORDER-2960,Apex Aircraft Support,James Rodriguez
0034884c-9b3e-4ce7-b7e0-19c05eebb880,AIRCRAFT-82,UNSCHEDULED,2026-06-11,2026-06-12,Replaced navigation display unit,WORK-ORDER-3140,SkyMaster Maintenance Corp,Jennifer Kim
003516b6-32bf-4fb1-8b21-00d2dc76f1b1,AIRCRAFT-21,EMERGENCY,2026-03-21,2026-03-22,Inspected cargo hold for unauthorized items,WORK-ORDER-13635,SkyMaster Maintenance Corp,Emily Davis
0036d638-02ae-446b-8113-98947ebdde5e,AIRCRAFT-203,UNSCHEDULED,2026-10-12,2026-10-13,Replaced engine oil and filter,WORK-ORDER-8299,Premier Flight Services,Michael Thompson
00376464-28a1-4c5d-aa60-a84cf42f66bc,AIRCRAFT-179,UNSCHEDULED,2026-12-19,2026-12-19,Performed overdue avionics system test,WORK-ORDER-11282,Premier Flight Services,Emily Davis
00386a23-da96-4db3-992e-411895a716e9,AIRCRAFT-154,EMERGENCY,2026-08-10,2026-08-10,Performed routine safety equipment inspection,WORK-ORDER-5724,Horizon Aviation Systems,Michael Thompson
0039c924-eb82-415c-ba5b-620656cc0136,AIRCRAFT-382,UNSCHEDULED,2026-06-01,2026-06-04,Cleaned fuel injectors and filters,WORK-ORDER-2711,Apex Aircraft Support,David Anderson
003a297c-2b68-4933-b01a-e6d99c2e29ec,AIRCRAFT-256,UNSCHEDULED,2026-12-03,2026-12-04,Checked security seals on sensitive equipment,WORK-ORDER-10551,SkyMaster Maintenance Corp,Michael Thompson
003aab95-431f-4259-8adb-48ca087af0c4,AIRCRAFT-300,UNSCHEDULED,2026-04-25,2026-04-26,Replaced landing gear actuator seal,WORK-ORDER-878,AeroTech Solutions,Michael Thompson
003e8c50-4a5b-4298-a363-4f4860ba46de,AIRCRAFT-17,UNSCHEDULED,2026-12-18,2026-12-19,Checked security seals on sensitive equipment,WORK-ORDER-11265,AeroTech Solutions,Emily Davis
0040eeb1-082d-44f8-af4c-9804dd38ff59,AIRCRAFT-296,SCHEDULED,2026-02-07,2026-02-07,Repaired antenna cable connection,WORK-ORDER-713,Precision Aviation Services,Jennifer Kim
0043d213-671d-43f6-b3a5-52ebfc517ba1,AIRCRAFT-83,EMERGENCY,2026-10-20,2026-10-20,Repaired antenna connection,WORK-ORDER-8714,SkyMaster Maintenance Corp,Sarah Chen
0044b769-bb96-48bb-86a4-c9b190c4504a,AIRCRAFT-281,UNSCHEDULED,2026-08-20,2026-08-21,Inspected fuel lines for leaks,WORK-ORDER-6180,TitanAir Logistics,David Anderson
00480c1b-0e7c-4dbe-8db8-e876807f8c49,AIRCRAFT-390,SCHEDULED,2026-09-25,2026-09-26,Replaced worn hydraulic pump seals,WORK-ORDER-7556,TitanAir Logistics,Sarah Chen
00481fe6-59d2-4c37-b77f-f8e31d937545,AIRCRAFT-392,SCHEDULED,2026-10-09,2026-10-12,Serviced and greased landing gear struts,WORK-ORDER-8121,Precision Aviation Services,Emily Davis
004ad4c4-75de-4360-b780-2be73167d46e,AIRCRAFT-122,SCHEDULED,2026-09-09,2026-09-09,Tested system pressure and flow rates,WORK-ORDER-6983,AeroTech Solutions,David Anderson
004bddc5-3cb7-4f3d-95d9-2084bdd45489,AIRCRAFT-46,SCHEDULED,2026-10-15,2026-10-18,Conducted pre-flight security screening,WORK-ORDER-8530,SkyMaster Maintenance Corp,David Anderson
004d4ac3-1afb-4030-979e-8ae26547592e,AIRCRAFT-120,SCHEDULED,2026-10-14,2026-10-15,Replaced radio transceiver unit,WORK-ORDER-8304,Premier Flight Services,Sarah Chen
004fb074-732f-45ce-9433-b7a0b2ca5d04,AIRCRAFT-93,UNSCHEDULED,2026-03-03,2026-03-03,Recalibrated inertial navigation system,WORK-ORDER-10090,Premier Flight Services,Sarah Chen
00504556-4d7a-43e3-977d-444959247036,AIRCRAFT-103,SCHEDULED,2026-11-27,2026-11-29,Executed deferred structural inspection,WORK-ORDER-10294,AeroTech Solutions,Emily Davis
0051b764-b5ec-45f2-b52a-9cfabf03059e,AIRCRAFT-439,UNSCHEDULED,2026-09-19,2026-09-20,Repaired antenna cable connection,WORK-ORDER-7346,Precision Aviation Services,Emily Davis
005282d1-964b-4ce6-a794-d306391799c2,AIRCRAFT-238,UNSCHEDULED,2026-03-10,2026-03-10,Inspected fuel lines for leaks,WORK-ORDER-12996,Horizon Aviation Systems,Sarah Chen
00528afc-bb9e-4dee-afb7-1a7dae169dd0,AIRCRAFT-477,SCHEDULED,2026-05-02,2026-05-03,Replaced damaged tire,WORK-ORDER-1080,Apex Aircraft Support,Jennifer Kim
00529cae-4b5e-4604-ba4f-1627205f6a80,AIRCRAFT-287,EMERGENCY,2026-02-06,2026-02-07,Examined control surfaces for wind damage,WORK-ORDER-13872,AeroTech Solutions,Jennifer Kim
005509aa-aa98-46b5-98b1-4c96e8dbf2ad,AIRCRAFT-280,SCHEDULED,2026-06-03,2026-06-03,Cleaned hydraulic filter and replaced element,WORK-ORDER-2524,TitanAir Logistics,Jennifer Kim
0056f9b3-39b4-454d-a60d-3199ff03c386,AIRCRAFT-479,UNSCHEDULED,2027-01-17,2027-01-17,Cleaned and tested headset jacks,WORK-ORDER-12650,Horizon Aviation Systems,Michael Thompson
005852d4-6fdb-4f8f-b572-198b0711c09d,AIRCRAFT-312,SCHEDULED,2026-10-30,2026-10-30,Replaced damaged tire,WORK-ORDER-9082,SkyMaster Maintenance Corp,Sarah Chen
005ae72e-0700-45c8-b97f-b7e93b23dd4c,AIRCRAFT-372,EMERGENCY,2026-09-07,2026-09-07,Replaced navigation display unit,WORK-ORDER-6941,SkyMaster Maintenance Corp,Sarah Chen
005af213-7f2a-484f-8913-de832e43b9e1,AIRCRAFT-6,EMERGENCY,2026-03-01,2026-03-02,Verified integrity of access panels and doors,WORK-ORDER-7464,AeroTech Solutions,Robert Martinez
005daad9-d510-466d-a34d-3429e6111769,AIRCRAFT-226,SCHEDULED,2026-01-31,2026-01-31,Replaced engine oil and filter,WORK-ORDER-1461,Premier Flight Services,James Rodriguez
005fba7f-bf49-449a-ae5d-205ea8323e84,AIRCRAFT-345,UNSCHEDULED,2026-05-30,2026-05-30,Checked wing surfaces for lightning strike marks,WORK-ORDER-2402,TitanAir Logistics,James Rodriguez
00607e49-62cd-40d7-99bb-36ff4be75f03,AIRCRAFT-73,UNSCHEDULED,2026-12-01,2026-12-01,Conducted periodic system functional tests,WORK-ORDER-10594,Apex Aircraft Support,Emily Davis
006189b3-9a9b-4c3f-b7a1-17bc9193bf9b,AIRCRAFT-449,EMERGENCY,2026-08-28,2026-08-29,Performed overdue avionics system test,WORK-ORDER-6407,Premier Flight Services,Robert Martinez
00620cf2-947d-4331-909d-bc5ba503f641,AIRCRAFT-176,SCHEDULED,2026-06-08,2026-06-08,Replaced radio transceiver unit,WORK-ORDER-2907,SkyMaster Maintenance Corp,Emily Davis
006219ca-69df-4896-80e6-cf0d3fa74909,AIRCRAFT-419,SCHEDULED,2026-11-15,2026-11-17,Replaced leaking hydraulic line,WORK-ORDER-9973,SkyMaster Maintenance Corp,Emily Davis
00623632-9fb0-40b6-9eec-aaf45ade942b,AIRCRAFT-411,UNSCHEDULED,2026-10-01,2026-10-01,Replaced engine oil and filter,WORK-ORDER-7656,TitanAir Logistics,Robert Martinez
00644fe0-841b-43ba-924d-32661bb3d00f,AIRCRAFT-274,SCHEDULED,2026-05-20,2026-05-20,Replaced intercom system amplifier,WORK-ORDER-2077,Apex Aircraft Support,David Anderson
0066a0d1-9bce-4278-b54a-67ae3c52e707,AIRCRAFT-134,UNSCHEDULED,2026-04-04,2026-04-04,Tested system pressure and flow rates,WORK-ORDER-14314,Horizon Aviation Systems,Jennifer Kim
00675d01-806c-4c1d-a827-0192dabb2f25,AIRCRAFT-58,SCHEDULED,2027-01-01,2027-01-04,Cleaned hydraulic filter and replaced element,WORK-ORDER-11963,TitanAir Logistics,Emily Davis
00691e48-86fa-472a-97a2-c737520a8605,AIRCRAFT-298,UNSCHEDULED,2026-06-12,2026-06-12,Serviced and greased landing gear struts,WORK-ORDER-3094,Premier Flight Services,Sarah Chen
006a5099-2c9d-45a7-bfb4-4db692fdb875,AIRCRAFT-27,SCHEDULED,2026-03-29,2026-03-31,Executed 50-hour maintenance checklist,WORK-ORDER-14041,SkyMaster Maintenance Corp,Emily Davis
006b5124-ea71-4a76-b642-a487e84b76a9,AIRCRAFT-53,SCHEDULED,2026-12-30,2026-12-31,Executed deferred structural inspection,WORK-ORDER-11724,Horizon Aviation Systems,Sarah Chen
006bdde3-7c8b-4213-acf9-0b82cb3ed4da,AIRCRAFT-389,UNSCHEDULED,2026-12-23,2026-12-23,Replaced leaking hydraulic line,WORK-ORDER-11595,AeroTech Solutions,Michael Thompson
006d1939-4589-47e9-a64a-32c4c6c81e6a,AIRCRAFT-44,SCHEDULED,2026-06-05,2026-06-06,Updated navigation software to latest version,WORK-ORDER-2845,Horizon Aviation Systems,Emily Davis
006fbe17-e2b9-483b-b1c9-fba88e5b5184,AIRCRAFT-279,UNSCHEDULED,2026-12-24,2026-12-24,Serviced and greased landing gear struts,WORK-ORDER-11482,Apex Aircraft Support,Emily Davis
007187a7-b2fe-4f23-b83b-3ec6bb32dab3,AIRCRAFT-193,SCHEDULED,2026-08-31,2026-09-01,Completed postponed engine run-up test,WORK-ORDER-6440,Premier Flight Services,David Anderson
0071ba85-0073-4fb4-850a-1d3299c42314,AIRCRAFT-115,SCHEDULED,2026-02-01,2026-02-03,Assessed corrosion from moisture exposure,WORK-ORDER-7652,Precision Aviation Services,Emily Davis
0071cfae-4cf3-4c8b-b26d-5c65d27f1579,AIRCRAFT-34,SCHEDULED,2026-08-30,2026-08-30,Calibrated fuel quantity indicators,WORK-ORDER-6541,TitanAir Logistics,Michael Thompson
0071e13c-2448-4194-8e77-5bdf15fe2cd3,AIRCRAFT-197,EMERGENCY,2026-08-02,2026-08-02,Recalibrated engine sensors,WORK-ORDER-5334,Precision Aviation Services,Jennifer Kim
0072fa21-f4f8-40d3-adcf-7ef26b5d0d55,AIRCRAFT-492,SCHEDULED,2026-05-16,2026-05-20,Assessed corrosion from moisture exposure,WORK-ORDER-1989,Premier Flight Services,Jennifer Kim
007646af-8fb6-4692-89b6-2a35300f5b71,AIRCRAFT-486,SCHEDULED,2026-06-11,2026-06-11,Filled main fuel tanks to capacity,WORK-ORDER-3090,TitanAir Logistics,David Anderson
00777bbb-696c-4fb6-9b14-1de0e8fdf67e,AIRCRAFT-116,EMERGENCY,2027-01-16,2027-01-16,Conducted pre-flight security screening,WORK-ORDER-12557,Apex Aircraft Support,James Rodriguez
00795d53-fd0b-4930-8bf9-10ea706157d1,AIRCRAFT-414,SCHEDULED,2026-08-12,2026-08-13,Recalibrated engine sensors,WORK-ORDER-5845,Premier Flight Services,Emily Davis
007e80b1-cf66-4e27-acc7-7d9ffad9c00d,AIRCRAFT-72,EMERGENCY,2026-04-04,2026-04-05,Completed 100-hour inspection checklist,WORK-ORDER-14330,Premier Flight Services,Sarah Chen
007f4579-9b31-4336-a806-37ae03a3abdb,AIRCRAFT-366,UNSCHEDULED,2026-04-06,2026-04-06,Repaired antenna connection,WORK-ORDER-14260,Precision Aviation Services,Emily Davis
0080fe26-f569-4d70-8d0c-bb57e2211a96,AIRCRAFT-395,UNSCHEDULED,2026-10-14,2026-10-18,Performed scheduled lubrication service,WORK-ORDER-8355,AeroTech Solutions,Robert Martinez
00824a10-372f-4fd5-9257-fc917113a19c,AIRCRAFT-136,SCHEDULED,2026-08-28,2026-08-28,Replaced leaking hydraulic line,WORK-ORDER-6492,SkyMaster Maintenance Corp,Emily Davis
0085c543-8321-4234-8ae2-c596233d763c,AIRCRAFT-274,EMERGENCY,2027-01-26,2027-01-26,Cleaned hydraulic filter and replaced element,WORK-ORDER-12885,AeroTech Solutions,David Anderson
00891142-c187-4913-b12e-8a3f3ae69feb,AIRCRAFT-483,EMERGENCY,2026-11-14,2026-11-17,Repaired antenna cable connection,WORK-ORDER-9908,Precision Aviation Services,Emily Davis
00893346-cf32-4bf0-95ab-5054383631db,AIRCRAFT-295,UNSCHEDULED,2026-11-04,2026-11-05,Conducted periodic system functional tests,WORK-ORDER-9360,Apex Aircraft Support,James Rodriguez
008a96d6-ebc3-42dc-9d80-3868b4693602,AIRCRAFT-76,SCHEDULED,2026-10-18,2026-10-19,Calibrated fuel quantity indicators,WORK-ORDER-8371,TitanAir Logistics,Sarah Chen
008ab416-cf80-41e4-9497-6540377a59d8,AIRCRAFT-270,UNSCHEDULED,2026-05-31,2026-06-01,Cleaned fuel injectors and filters,WORK-ORDER-2626,AeroTech Solutions,Michael Thompson
008b5517-fa58-4c9a-8e1d-e4231e3ea10e,AIRCRAFT-177,EMERGENCY,2026-10-30,2026-10-30,Updated communication software,WORK-ORDER-9204,TitanAir Logistics,James Rodriguez
008cdf9d-40ac-4efb-950e-110f8d231e08,AIRCRAFT-279,EMERGENCY,2026-07-06,2026-07-07,Tested system pressure and flow rates,WORK-ORDER-4189,SkyMaster Maintenance Corp,David Anderson
008f2fca-b9bd-4655-b36f-4b95d183fb40,AIRCRAFT-409,EMERGENCY,2026-10-23,2026-10-24,Replaced damaged tire,WORK-ORDER-8698,Apex Aircraft Support,Robert Martinez
008fd61a-d441-4fba-a38c-beb45248f69d,AIRCRAFT-33,UNSCHEDULED,2026-10-02,2026-10-02,Tested system pressure and flow rates,WORK-ORDER-7855,AeroTech Solutions,James Rodriguez
009154a7-8a13-4ff8-8a69-72c53073df41,AIRCRAFT-78,EMERGENCY,2026-05-30,2026-05-31,Topped off hydraulic fluid reservoir,WORK-ORDER-2582,Horizon Aviation Systems,James Rodriguez
0096e1f9-ed15-48ae-acc4-06c3bb18c955,AIRCRAFT-316,UNSCHEDULED,2026-08-02,2026-08-03,Examined control surfaces for wind damage,WORK-ORDER-5297,Premier Flight Services,James Rodriguez
00975267-762b-422c-a94f-0b0963331296,AIRCRAFT-192,SCHEDULED,2026-03-14,2026-03-14,Conducted pre-flight security screening,WORK-ORDER-13315,Precision Aviation Services,Robert Martinez
00979449-f7f6-4d11-b58d-c4d195f0af45,AIRCRAFT-292,UNSCHEDULED,2026-09-29,2026-09-30,Cleaned hydraulic filter and replaced element,WORK-ORDER-7679,Premier Flight Services,Sarah Chen
009987f8-fddd-4f0a-9914-befb096d1339,AIRCRAFT-305,SCHEDULED,2026-12-21,2026-12-21,Performed overdue avionics system test,WORK-ORDER-11457,TitanAir Logistics,Robert Martinez
009c0af2-74e6-4a65-bf15-b5e207a34551,AIRCRAFT-382,UNSCHEDULED,2026-06-03,2026-06-06,Replaced worn turbine blades,WORK-ORDER-2711,Precision Aviation Services,Sarah Chen
009c108d-418b-4c0b-80f5-9c2b0a127a7b,AIRCRAFT-328,EMERGENCY,2026-02-13,2026-02-14,Verified integrity of access panels and doors,WORK-ORDER-1838,SkyMaster Maintenance Corp,Sarah Chen
