id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
59311592-9a4e-43b3-ad5d-c1db6d1b27db,AIRCRAFT-139,SCHEDULED,2026-12-08,2026-12-08,Replaced worn brake pads,WORK-ORDER-10951,Premier Flight Services,Jennifer Kim
593212fd-1e74-4e6f-88d0-1a8138e1af61,AIRCRAFT-137,UNSCHEDULED,2026-08-20,2026-08-21,Finished pending electrical system checks,WORK-ORDER-6068,Precision Aviation Services,Jennifer Kim
5933de59-cd38-46ef-8e2f-2168b0d3ea68,AIRCRAFT-237,UNSCHEDULED,2026-02-21,2026-02-24,Tested system pressure and flow rates,WORK-ORDER-6144,Apex Aircraft Support,James Rodriguez
5935c782-a64a-4baf-8534-d5b62183e105,AIRCRAFT-268,EMERGENCY,2026-07-04,2026-07-04,Replaced leaking hydraulic line,WORK-ORDER-4082,Precision Aviation Services,James Rodriguez
5936267a-c053-478a-9c6f-3bcc7d9485e6,AIRCRAFT-29,UNSCHEDULED,2026-09-08,2026-09-08,Performed scheduled lubrication service,WORK-ORDER-7028,Precision Aviation Services,Jennifer Kim
59388e4a-aa3d-40f3-b1d3-4c72fb7b61e0,AIRCRAFT-417,SCHEDULED,2026-10-10,2026-10-10,Completed postponed engine run-up test,WORK-ORDER-8231,Apex Aircraft Support,David Anderson
5939d432-41d2-4a90-9b1c-16ff284bee26,AIRCRAFT-123,SCHEDULED,2026-11-30,2026-12-01,Conducted pre-flight security screening,WORK-ORDER-10473,Precision Aviation Services,Jennifer Kim
5939f1ec-2865-428c-b514-470bc1c12aa5,AIRCRAFT-378,EMERGENCY,2026-12-02,2026-12-02,Verified integrity of access panels and doors,WORK-ORDER-10554,Apex Aircraft Support,Robert Martinez
593a6693-3f55-4452-9d1e-eeeb4153c543,AIRCRAFT-314,SCHEDULED,2026-02-19,2026-02-20,Assessed corrosion from moisture exposure,WORK-ORDER-5144,Apex Aircraft Support,Sarah Chen
593aa766-1b79-43ad-ba52-58e0cdce1516,AIRCRAFT-292,SCHEDULED,2026-04-08,2026-04-09,Updated communication software,WORK-ORDER-27,Precision Aviation Services,Robert Martinez
593b2b9b-ae4f-4178-bd0d-81eff584796b,AIRCRAFT-125,SCHEDULED,2026-06-10,2026-06-10,Executed deferred structural inspection,WORK-ORDER-3075,AeroTech Solutions,Michael Thompson
593baf6b-3bcb-4fd0-a695-13782c20fc92,AIRCRAFT-189,UNSCHEDULED,2026-11-30,2026-12-03,Inspected windshield for crack propagation,WORK-ORDER-10441,AeroTech Solutions,David Anderson
593dd241-b871-4f45-88c9-46c4f69c65f1,AIRCRAFT-16,SCHEDULED,2026-12-10,2026-12-11,Verified integrity of access panels and doors,WORK-ORDER-10990,Premier Flight Services,James Rodriguez
593f448c-0912-4a6f-b073-a2e9364547ed,AIRCRAFT-168,EMERGENCY,2026-06-23,2026-06-24,Calibrated fuel quantity indicators,WORK-ORDER-3431,Premier Flight Services,David Anderson
593f57ea-af21-49f7-b3d4-b46e4b5085e1,AIRCRAFT-469,EMERGENCY,2027-01-01,2027-01-06,Verified fuel quality and contamination check,WORK-ORDER-12000,AeroTech Solutions,Emily Davis
5940fdb7-c477-403e-8856-2a9e930f2d0b,AIRCRAFT-190,UNSCHEDULED,2026-05-19,2026-05-20,Inspected windshield for crack propagation,WORK-ORDER-2088,SkyMaster Maintenance Corp,David Anderson
59434758-8e77-41e8-8666-a78324c06339,AIRCRAFT-92,EMERGENCY,2026-11-24,2026-11-26,Performed scheduled lubrication service,WORK-ORDER-10231,TitanAir Logistics,David Anderson
594452ee-4abd-473a-a8c0-ecc4d0804470,AIRCRAFT-295,SCHEDULED,2026-09-21,2026-09-24,Conducted pre-flight security screening,WORK-ORDER-7483,Horizon Aviation Systems,Emily Davis
5944c0c7-6e73-4855-a38c-1049a80ace31,AIRCRAFT-75,EMERGENCY,2026-08-19,2026-08-19,Calibrated fuel quantity indicators,WORK-ORDER-6006,AeroTech Solutions,Jennifer Kim
594609e2-6cb4-4668-b36b-8593dc0d0ee3,AIRCRAFT-79,UNSCHEDULED,2027-01-05,2027-01-05,Repaired antenna connection,WORK-ORDER-12128,SkyMaster Maintenance Corp,David Anderson
5949aadc-6419-42af-9a87-44fc22d2a20d,AIRCRAFT-54,UNSCHEDULED,2026-05-06,2026-05-07,Completed 100-hour inspection checklist,WORK-ORDER-1523,Precision Aviation Services,David Anderson
594b4f77-d32c-4626-adc6-4d85edf1c8a3,AIRCRAFT-214,SCHEDULED,2026-11-09,2026-11-10,Cleaned fuel injectors and filters,WORK-ORDER-9683,Horizon Aviation Systems,David Anderson
594b9212-a6a2-4ff8-8488-81d6cd833c92,AIRCRAFT-11,EMERGENCY,2026-01-31,2026-01-31,Inspected windshield for crack propagation,WORK-ORDER-3,Horizon Aviation Systems,David Anderson
594c4243-1d50-4f07-bf73-5f3eba469142,AIRCRAFT-156,SCHEDULED,2026-12-30,2026-12-30,Replaced faulty GPS module,WORK-ORDER-11767,Precision Aviation Services,James Rodriguez
59510304-b0c5-4cab-a08e-e7fef3d4e0d6,AIRCRAFT-28,EMERGENCY,2026-12-04,2026-12-05,Replaced faulty GPS module,WORK-ORDER-10751,TitanAir Logistics,James Rodriguez
59516dda-0ee5-4227-ace6-14641c8ebe87,AIRCRAFT-384,UNSCHEDULED,2027-01-04,2027-01-05,Inspected exterior for hail damage,WORK-ORDER-12045,Precision Aviation Services,Sarah Chen
5955dc85-f61a-4bf2-82dd-f3f90df7cafc,AIRCRAFT-188,SCHEDULED,2026-08-27,2026-08-28,Updated navigation software to latest version,WORK-ORDER-6333,AeroTech Solutions,Robert Martinez
59581c9f-3745-472b-bb3c-d2118ecdaeb3,AIRCRAFT-333,SCHEDULED,2026-07-13,2026-07-16,Completed routine pre-flight inspection,WORK-ORDER-4568,Precision Aviation Services,Sarah Chen
595886a5-aaa5-4c14-9cd4-e019ee5e8beb,AIRCRAFT-212,UNSCHEDULED,2026-06-05,2026-06-06,Performed thorough cabin security sweep,WORK-ORDER-2820,SkyMaster Maintenance Corp,Sarah Chen
595ad878-2f14-48b5-bdb6-ec5ed834136c,AIRCRAFT-237,UNSCHEDULED,2026-07-21,2026-07-23,Topped off auxiliary fuel tanks,WORK-ORDER-4875,Apex Aircraft Support,David Anderson
595c14e8-faa7-495c-8d32-c652df701108,AIRCRAFT-194,EMERGENCY,2026-03-05,2026-03-07,Topped off hydraulic fluid reservoir,WORK-ORDER-11271,Precision Aviation Services,Emily Davis
595e1028-a97b-4609-99d3-82618df86d36,AIRCRAFT-119,EMERGENCY,2026-06-03,2026-06-05,Replaced navigation display unit,WORK-ORDER-2817,Horizon Aviation Systems,Michael Thompson
595e8833-f136-4501-ac11-b3fdac9077d5,AIRCRAFT-181,UNSCHEDULED,2026-10-16,2026-10-16,Replaced worn turbine blades,WORK-ORDER-8384,TitanAir Logistics,Robert Martinez
595f17b1-f252-45e7-9516-14272d9ddf4f,AIRCRAFT-283,EMERGENCY,2026-09-13,2026-09-14,Verified integrity of access panels and doors,WORK-ORDER-7005,TitanAir Logistics,Michael Thompson
595f5323-95e6-485a-a6c9-899440b66553,AIRCRAFT-39,SCHEDULED,2026-02-27,2026-02-27,Inspected exterior for hail damage,WORK-ORDER-8743,SkyMaster Maintenance Corp,Robert Martinez
596274b1-e90e-4217-a0d2-ae7349e3f318,AIRCRAFT-170,UNSCHEDULED,2026-10-25,2026-10-26,Cleaned fuel injectors and filters,WORK-ORDER-8757,Precision Aviation Services,David Anderson
