id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
b1bd43e3-5411-47db-8b70-5f9f55032441,AIRCRAFT-258,SCHEDULED,2026-07-10,2026-07-10,Recalibrated inertial navigation system,WORK-ORDER-4350,Premier Flight Services,Emily Davis
b1bfba7d-2379-4ba5-8d5a-23e92816d58e,AIRCRAFT-281,EMERGENCY,2027-01-28,2027-01-29,Calibrated fuel quantity indicators,WORK-ORDER-13021,TitanAir Logistics,Jennifer Kim
b1c18334-2f0f-4240-89be-42ceadbf8b8d,AIRCRAFT-8,EMERGENCY,2026-09-27,2026-09-27,Replaced damaged tire,WORK-ORDER-7636,Premier Flight Services,Michael Thompson
b1c22686-31e2-4114-a489-d0ce81e2e3c2,AIRCRAFT-222,EMERGENCY,2026-04-05,2026-04-05,Repaired antenna connection,WORK-ORDER-14348,Premier Flight Services,Jennifer Kim
b1c49f41-67e4-4015-a981-5e3575475f35,AIRCRAFT-96,SCHEDULED,2026-05-30,2026-05-31,Completed postponed engine run-up test,WORK-ORDER-2438,SkyMaster Maintenance Corp,Jennifer Kim
b1c577be-5cfc-4f4f-a1ea-741b8f9f6cfd,AIRCRAFT-347,SCHEDULED,2027-01-05,2027-01-05,Inspected windshield for crack propagation,WORK-ORDER-12212,Horizon Aviation Systems,Michael Thompson
b1c723d3-8bee-46c1-ac89-a8b85c9cf027,AIRCRAFT-80,UNSCHEDULED,2026-03-05,2026-03-08,Topped off auxiliary fuel tanks,WORK-ORDER-10010,TitanAir Logistics,Jennifer Kim
b1cc22f7-e00e-482b-914b-e9843b17d4ee,AIRCRAFT-245,SCHEDULED,2027-01-05,2027-01-06,Verified fuel quality and contamination check,WORK-ORDER-12226,Premier Flight Services,Michael Thompson
b1ccc232-b998-40d0-92cd-6c85c20c3330,AIRCRAFT-365,SCHEDULED,2026-09-26,2026-09-27,Checked security seals on sensitive equipment,WORK-ORDER-7527,Horizon Aviation Systems,Robert Martinez
b1d020fd-e172-43e6-840f-abc3a833270d,AIRCRAFT-393,UNSCHEDULED,2027-01-29,2027-01-29,Cleaned fuel injectors and filters,WORK-ORDER-13189,AeroTech Solutions,David Anderson
b1d1c038-4a61-4530-b686-b72074e805b3,AIRCRAFT-236,EMERGENCY,2026-05-13,2026-05-14,Checked security seals on sensitive equipment,WORK-ORDER-1755,SkyMaster Maintenance Corp,David Anderson
b1d2e579-35d7-4527-a95f-b685354108bd,AIRCRAFT-76,EMERGENCY,2026-02-06,2026-02-07,Verified fuel quality and contamination check,WORK-ORDER-652,Horizon Aviation Systems,Emily Davis
b1d34ec3-b5ef-4e1a-8203-dd629678ca2a,AIRCRAFT-163,EMERGENCY,2026-03-11,2026-03-11,Topped off hydraulic fluid reservoir,WORK-ORDER-11826,Apex Aircraft Support,Jennifer Kim
b1d4ceb1-1269-46c3-96cd-2f38f683866e,AIRCRAFT-11,SCHEDULED,2026-12-17,2026-12-18,Tested system pressure and flow rates,WORK-ORDER-11163,SkyMaster Maintenance Corp,Emily Davis
b1d6cdc8-677a-41f6-83ff-377473a67ad9,AIRCRAFT-65,SCHEDULED,2026-11-01,2026-11-01,Topped off hydraulic fluid reservoir,WORK-ORDER-9208,SkyMaster Maintenance Corp,Sarah Chen
b1d73731-5d9b-4423-b447-8045a196229b,AIRCRAFT-47,UNSCHEDULED,2027-01-24,2027-01-25,Cleaned hydraulic filter and replaced element,WORK-ORDER-12974,AeroTech Solutions,Jennifer Kim
b1d8ed50-0c31-4700-84f8-1babd4512b35,AIRCRAFT-188,EMERGENCY,2026-12-03,2026-12-04,Tested system pressure and flow rates,WORK-ORDER-10757,TitanAir Logistics,Robert Martinez
b1d9da3a-bc77-4e48-a4ff-13355e65b662,AIRCRAFT-106,UNSCHEDULED,2026-08-14,2026-08-14,Inspected cargo hold for unauthorized items,WORK-ORDER-5894,AeroTech Solutions,Jennifer Kim
b1dc0556-9720-4aad-9055-f6ee5010f566,AIRCRAFT-456,EMERGENCY,2026-07-06,2026-07-08,Tested system pressure and flow rates,WORK-ORDER-4222,TitanAir Logistics,James Rodriguez
b1dcb954-1ab0-44ae-9745-96f49d29a62a,AIRCRAFT-436,SCHEDULED,2026-06-24,2026-06-24,Executed 50-hour maintenance checklist,WORK-ORDER-3736,Apex Aircraft Support,Robert Martinez
b1dd1fa2-6cd5-4275-9cf9-2d26765836a5,AIRCRAFT-146,SCHEDULED,2026-07-31,2026-08-01,Checked wing surfaces for lightning strike marks,WORK-ORDER-5241,Premier Flight Services,Robert Martinez
b1ddcd23-a455-4531-99e7-692a96692fa7,AIRCRAFT-95,EMERGENCY,2026-05-30,2026-05-30,Replaced faulty GPS module,WORK-ORDER-2542,Horizon Aviation Systems,Michael Thompson
b1e0d7a0-0c52-4651-b678-4cc728ffe9b4,AIRCRAFT-132,EMERGENCY,2026-12-12,2026-12-13,Cleaned and tested headset jacks,WORK-ORDER-11055,AeroTech Solutions,Sarah Chen
b1e688fd-3eea-480c-af3b-efb48d4b3469,AIRCRAFT-256,UNSCHEDULED,2026-05-26,2026-05-26,Replaced worn turbine blades,WORK-ORDER-2280,Horizon Aviation Systems,Sarah Chen
b1e70e84-41cc-4c0c-9969-9fb81db12ce6,AIRCRAFT-255,SCHEDULED,2026-05-07,2026-05-09,Assessed corrosion from moisture exposure,WORK-ORDER-1527,Apex Aircraft Support,David Anderson
b1e875a2-2189-4bd3-802f-29ce0171dbdf,AIRCRAFT-136,EMERGENCY,2026-08-02,2026-08-03,Replaced faulty GPS module,WORK-ORDER-5277,Horizon Aviation Systems,Michael Thompson
b1e8cd81-b996-4ba5-95ec-f59984d85912,AIRCRAFT-263,SCHEDULED,2026-04-05,2026-04-06,Inspected and adjusted wheel alignment,WORK-ORDER-14322,Precision Aviation Services,Emily Davis
b1ea9dc5-6c35-43f5-b0e9-a29464da72f3,AIRCRAFT-251,EMERGENCY,2026-03-11,2026-03-13,Recalibrated engine sensors,WORK-ORDER-13331,Precision Aviation Services,David Anderson
b1ebce8b-9bef-488b-ade6-843ebbccaf44,AIRCRAFT-345,EMERGENCY,2027-01-21,2027-01-21,Serviced and greased landing gear struts,WORK-ORDER-12849,Horizon Aviation Systems,Robert Martinez
b1ef1650-5f46-4e5f-9ab2-710b587520b4,AIRCRAFT-334,SCHEDULED,2027-01-21,2027-01-23,Topped off hydraulic fluid reservoir,WORK-ORDER-12928,AeroTech Solutions,Emily Davis
b1ef5eb4-20db-41dc-8d2e-88f14bbd7be0,AIRCRAFT-406,EMERGENCY,2026-10-16,2026-10-18,Replaced leaking hydraulic line,WORK-ORDER-8621,Precision Aviation Services,David Anderson
b1f09dcd-7ad1-46b4-ad7f-51aea9e26a1e,AIRCRAFT-362,UNSCHEDULED,2026-10-19,2026-10-19,Performed thorough cabin security sweep,WORK-ORDER-8707,SkyMaster Maintenance Corp,James Rodriguez
b1f23145-9701-4200-98db-f967b0afa1cd,AIRCRAFT-190,EMERGENCY,2026-07-27,2026-07-28,Updated communication software,WORK-ORDER-5149,SkyMaster Maintenance Corp,Jennifer Kim
b1f2db12-e5fa-4c7a-bc37-4cbf38bffeb8,AIRCRAFT-58,SCHEDULED,2026-09-06,2026-09-08,Completed postponed engine run-up test,WORK-ORDER-6779,Precision Aviation Services,Robert Martinez
b1f7fcae-a50d-43ba-b9b8-f0bd8c43ac51,AIRCRAFT-381,SCHEDULED,2026-10-07,2026-10-07,Performed thorough cabin security sweep,WORK-ORDER-8098,AeroTech Solutions,Emily Davis
b1f97fe3-4917-4d00-9259-84524fe85f34,AIRCRAFT-425,SCHEDULED,2026-10-26,2026-10-26,Repaired antenna cable connection,WORK-ORDER-8992,Horizon Aviation Systems,Robert Martinez
b1fc62b1-8b01-4be2-8ec8-3d77845f646c,AIRCRAFT-220,SCHEDULED,2026-04-12,2026-04-13,Recalibrated inertial navigation system,WORK-ORDER-151,AeroTech Solutions,Sarah Chen
b1fcffdb-820e-4baf-8c17-17c10e519146,AIRCRAFT-415,UNSCHEDULED,2026-11-14,2026-11-14,Updated communication software,WORK-ORDER-9928,Horizon Aviation Systems,Jennifer Kim
b1fd0136-6457-4f93-a781-0787d1229742,AIRCRAFT-302,SCHEDULED,2026-03-28,2026-03-28,Topped off auxiliary fuel tanks,WORK-ORDER-13964,Precision Aviation Services,Michael Thompson
b202314a-00b3-4dbe-a4f9-c98536ac0c91,AIRCRAFT-145,EMERGENCY,2026-02-22,2026-02-24,Verified fuel quality and contamination check,WORK-ORDER-6099,Apex Aircraft Support,Sarah Chen
b203154f-b3da-4112-8961-5b5d037f8a48,AIRCRAFT-84,UNSCHEDULED,2026-02-04,2026-02-04,Verified fuel quality and contamination check,WORK-ORDER-8802,Apex Aircraft Support,Sarah Chen
b204e4bd-a55b-45c2-9895-d0da13698a49,AIRCRAFT-424,EMERGENCY,2026-03-18,2026-03-19,Conducted pre-flight security screening,WORK-ORDER-13647,Premier Flight Services,Jennifer Kim
b2061af4-c6dc-4566-9c90-60bc8c936898,AIRCRAFT-247,EMERGENCY,2026-03-13,2026-03-14,Completed routine pre-flight inspection,WORK-ORDER-13230,TitanAir Logistics,Jennifer Kim
b206b625-6fc1-455e-88f4-04f5425e31dd,AIRCRAFT-82,UNSCHEDULED,2026-11-18,2026-11-18,Recalibrated inertial navigation system,WORK-ORDER-10035,SkyMaster Maintenance Corp,David Anderson
b2077b9f-4e8e-4821-acaa-e5f932851dde,AIRCRAFT-351,EMERGENCY,2026-06-06,2026-06-07,Topped off auxiliary fuel tanks,WORK-ORDER-2800,Precision Aviation Services,James Rodriguez
b2081bd6-1fc9-4faa-9909-a08ee2b5df0b,AIRCRAFT-429,EMERGENCY,2026-02-01,2026-02-04,Recalibrated engine sensors,WORK-ORDER-8501,Premier Flight Services,David Anderson
b20a8ff2-2f38-4d0f-9fd2-1e1b7487ee00,AIRCRAFT-359,UNSCHEDULED,2026-06-27,2026-06-28,Inspected windshield for crack propagation,WORK-ORDER-3690,Horizon Aviation Systems,David Anderson
b20a9576-9054-471b-ba0c-500af2a73141,AIRCRAFT-117,UNSCHEDULED,2026-08-15,2026-08-18,Replaced damaged tire,WORK-ORDER-5928,TitanAir Logistics,Robert Martinez
b20bef08-dccd-4f99-9157-4c696b4270b8,AIRCRAFT-157,EMERGENCY,2026-08-24,2026-08-26,Replaced navigation display unit,WORK-ORDER-6256,Horizon Aviation Systems,Jennifer Kim
b20cc149-bc03-4afb-a051-7ecdc1181bf3,AIRCRAFT-356,UNSCHEDULED,2027-01-28,2027-01-29,Replaced worn turbine blades,WORK-ORDER-13102,AeroTech Solutions,Emily Davis
