id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
3afa35b2-2c4a-49fc-8dab-7ce04665fa36,AIRCRAFT-333,SCHEDULED,2026-11-13,2026-11-13,Completed postponed engine run-up test,WORK-ORDER-9717,TitanAir Logistics,Robert Martinez
3afa43c4-e4cd-45f1-beb8-b3defdb680a2,AIRCRAFT-74,UNSCHEDULED,2027-01-19,2027-01-19,Replaced navigation display unit,WORK-ORDER-12702,Horizon Aviation Systems,David Anderson
3afc3e93-0a61-4e20-b68b-c518a76c93f7,AIRCRAFT-300,SCHEDULED,2026-11-26,2026-11-26,Conducted pre-flight security screening,WORK-ORDER-10184,Apex Aircraft Support,David Anderson
3afde8f2-6747-419a-87fe-cdd452e206e7,AIRCRAFT-23,EMERGENCY,2026-12-03,2026-12-03,Cleaned hydraulic filter and replaced element,WORK-ORDER-10584,AeroTech Solutions,James Rodriguez
3afe8f43-deec-488f-a287-aad316b8b615,AIRCRAFT-335,UNSCHEDULED,2026-12-04,2026-12-04,Tested system pressure and flow rates,WORK-ORDER-10698,Apex Aircraft Support,Emily Davis
3b004f23-5fce-4a4c-9b49-f7f963b20b98,AIRCRAFT-56,UNSCHEDULED,2026-03-27,2026-03-28,Inspected windshield for crack propagation,WORK-ORDER-13954,Premier Flight Services,James Rodriguez
3b00e966-068d-4d6b-b3e9-49c8946fa8c4,AIRCRAFT-43,SCHEDULED,2026-07-10,2026-07-11,Completed 100-hour inspection checklist,WORK-ORDER-4325,AeroTech Solutions,David Anderson
3b021602-84fd-4cbb-85b2-aca35c730638,AIRCRAFT-235,SCHEDULED,2027-01-31,2027-02-01,Replaced landing gear actuator seal,WORK-ORDER-13163,AeroTech Solutions,James Rodriguez
3b038dda-19d0-4521-894a-e5ce38758c9b,AIRCRAFT-348,EMERGENCY,2026-07-02,2026-07-02,Serviced and greased landing gear struts,WORK-ORDER-3906,AeroTech Solutions,James Rodriguez
3b046542-1fe1-4545-b5c6-42cdb0ef9230,AIRCRAFT-280,UNSCHEDULED,2026-07-31,2026-07-31,Replaced radio transceiver unit,WORK-ORDER-5252,Premier Flight Services,Sarah Chen
3b04f28d-44e9-4731-8bbe-226f10c3effe,AIRCRAFT-47,UNSCHEDULED,2026-12-18,2026-12-21,Performed thorough cabin security sweep,WORK-ORDER-11273,Horizon Aviation Systems,Emily Davis
3b070f96-1ed9-4d61-a0fe-9b9a799a17ce,AIRCRAFT-420,UNSCHEDULED,2026-12-29,2026-12-30,Replaced engine oil and filter,WORK-ORDER-11659,TitanAir Logistics,Jennifer Kim
3b080ebb-cd8e-4644-b8f2-4a44d5d28fed,AIRCRAFT-11,EMERGENCY,2026-05-15,2026-05-17,Serviced and greased landing gear struts,WORK-ORDER-1983,Premier Flight Services,Emily Davis
